"","V1"
"1",0.193924526755435
"2",0.451672722245477
"3",0.245706653054588
"4",0.228052075202108
"5",0.464138057579758
"6",0.375488338056815
"7",0.187214696152183
"8",0.469514738766833
"9",0.370243462772726
"10",0.206034016347965
"11",0.341412499960851
"12",0.300434405439397
"13",0.214783362185165
"14",0.437132081035993
"15",0.279555857686265
"16",0.191061261166394
"17",0.241395867401918
"18",0.496761736248956
"19",0.237024491897244
"20",0.0482849745621926
"21",0.435362195819196
"22",0.384944993308417
"23",0.135686676542208
"24",0.190864793725516
"25",0.224649401951902
"26",0.31012441122925
"27",0.186593965420226
"28",0.464390166889788
"29",0.474773781182628
"30",0.496537464959229
"31",0.403217658821969
"32",0.268710104233337
"33",0.188060449251823
"34",0.298151166805459
"35",0.37055950812569
"36",0.218643142060734
"37",0.261231063238304
"38",0.199332440065526
"39",0.171018719324069
"40",0.384531064005662
"41",0.460937936194324
"42",0.495177072957542
"43",0.198947897442446
"44",0.215078695154252
"45",0.421828961957615
"46",0.131118290101478
"47",0.416764565350652
"48",0.45135507524479
"49",0.474109679239617
"50",0.290244651695857
"51",0.210367616803935
"52",0.141985673756539
"53",0.356370094005473
"54",0.347347564536255
"55",0.140618980480413
"56",0.423717650187747
"57",0.220582688240469
"58",0.460235916873507
"59",0.461897874126852
"60",0.189021098621568
"61",0.275518309090426
"62",0.403468849203513
"63",0.0922748457341826
"64",0.297647030482387
"65",0.252996431599623
"66",0.398511931926701
"67",0.011086169476553
"68",0.275912404644749
"69",0.421521089674489
"70",0.388269308781158
"71",0.396582081295103
"72",0.204859252078737
"73",0.23642296274892
"74",0.303602648716635
"75",0.0363764307551058
"76",0.22103538372056
"77",0.260588411113773
"78",0.424073656541723
"79",0.443159991241939
"80",0.473290362825536
"81",0.429713442003503
"82",0.477536682674966
"83",0.353546996138552
"84",0.248184731530363
"85",0.494625869782566
"86",0.199360870743974
"87",0.360024933471411
"88",0.436763766306959
"89",0.479024429588785
"90",0.245975261419925
"91",0.255990755465607
"92",0.00145725443111355
"93",0.0666559205227831
"94",0.294296417990919
"95",0.396434975135289
"96",0.463939674571468
"97",0.20011969113029
"98",0.197423490058038
"99",0.0688849824549316
"100",0.397583089551672
"101",0.196228528435233
"102",0.407718032097243
"103",0.322731873356548
"104",0.222034074968934
"105",0.359846465476175
"106",0.298937291210948
"107",0.214917396306771
"108",0.423248875218045
"109",0.217397047636997
"110",0.123149625080662
"111",0.438602300549442
"112",0.351130975874755
"113",0.213405443908394
"114",0.200812310004183
"115",0.209287583521795
"116",0.189302436378093
"117",0.434029772251445
"118",0.17931096437537
"119",0.259746557117573
"120",0.20331093297256
"121",0.00342390540181882
"122",0.338650218707815
"123",0.0595751036031483
"124",0.131368381259371
"125",0.111902286604331
"126",0.0560664491969398
"127",0.363477852512088
"128",0.314543971643212
"129",0.23340993638105
"130",0.473922126486197
"131",0.230709542103738
"132",0.367380006766804
"133",0.211301710233673
"134",0.157981605747558
"135",0.227526275997454
"136",0.465593291899861
"137",0.311015523768026
"138",0.452532016787261
"139",0.370022382641255
"140",0.233911914932531
"141",0.372205057784492
"142",0.446954670851308
"143",0.250936426375006
"144",0.202160423982931
"145",0.282662878591372
"146",0.468423626041127
"147",0.295725230738973
"148",0.240829580915957
"149",0.0527613775433797
"150",0.378239785391383
"151",0.080209755443911
"152",0.376938667119514
"153",0.0800638548387711
"154",0.160446323931904
"155",0.0650822536865858
"156",0.138578471784454
"157",0.0356809527315473
"158",0.0434235627753035
"159",0.0852041545216841
"160",0.206262975850543
"161",0.238061985445438
"162",0.457038041644966
"163",0.185405451005049
"164",0.00196356756885146
"165",0.290522543211161
"166",0.238103209803131
"167",0.302349120820253
"168",0.176363497548344
"169",0.261342923407604
"170",0.449817735293978
"171",0.299972219280666
"172",0.257347577978142
"173",0.135242581385003
"174",0.438917887123764
"175",0.458888962325983
"176",0.0107719243889636
"177",0.264090423677441
"178",0.193704923876846
"179",0.35871081663215
"180",0.200220021811513
"181",0.450396489526327
"182",0.226008285114733
"183",0.31988136086253
"184",0.459993759650143
"185",0.482453567226344
"186",0.0685593662797681
"187",0.0389155570841958
"188",0.357870150236293
"189",0.0673639235982594
"190",0.408710397525923
"191",0.247391839297749
"192",0.44450253794442
"193",0.251356382041797
"194",0.49277398645879
"195",0.283579855348186
"196",0.198349527758248
"197",0.147422742969319
"198",0.21559224988532
"199",0.460426376868345
"200",0.226054561186245
"201",0.468967512722593
"202",0.46024237159973
"203",0.407269501894324
"204",0.181817168847614
"205",0.253087651596683
"206",0.0575385476775807
"207",0.267748117100731
"208",0.40779248232141
"209",0.353132586498224
"210",0.0308213233788938
"211",0.305201192499573
"212",0.370691671367791
"213",0.455466612038474
"214",0.172841992383113
"215",0.288648005718887
"216",0.337225252841902
"217",0.462045328560106
"218",0.247068090621173
"219",0.195078008206487
"220",0.197181637953201
"221",0.364885747629158
"222",0.308449521839473
"223",0.216084249046592
"224",0.0219480177127681
"225",0.444819400646417
"226",0.283975643298721
"227",0.195941916550599
"228",0.344717321083948
"229",0.285352761443492
"230",0.338141916375173
"231",0.0151297426649566
"232",0.218713388192159
"233",0.322344851586117
"234",0.482286464058603
"235",0.450708493018428
"236",0.391085647998181
"237",0.392444969217715
"238",0.392638668630671
"239",0.230364667422503
"240",0.278480355778449
"241",0.257826932731971
"242",0.410929550063272
"243",0.177011112504221
"244",0.195046404349818
"245",0.185523046020992
"246",0.000167714758535087
"247",0.322911737325226
"248",0.220973410973752
"249",0.156355042176566
"250",0.0974438642830426
"251",0.134918520082661
"252",0.313037916964182
"253",0.0900104628026687
"254",0.201547938471326
"255",0.261114564299302
"256",0.235730876335865
"257",0.131799599451564
"258",0.337679323983365
"259",0.280849657818654
"260",0.149837543400215
"261",0.481077091513231
"262",0.238333612157175
"263",0.21074376229322
"264",0.122678018939607
"265",0.494475247003387
"266",0.223608271037979
"267",0.185352722207278
"268",0.0228649495058561
"269",0.431332265866162
"270",0.433176511219099
"271",0.354727664071587
"272",0.194347811258931
"273",0.253158626421472
"274",0.490273778278189
"275",0.476607822274762
"276",0.0299077539271682
"277",0.206749349489555
"278",0.249272733689919
"279",0.0297833432669164
"280",0.0940137702111264
"281",0.18641353830892
"282",0.374397902075683
"283",0.263052663203753
"284",0.414679200575606
"285",0.318725441966112
"286",0.191568559530373
"287",0.362591151720535
"288",0.00374853825239669
"289",0.495420284666343
"290",0.149575534229241
"291",0.0756298369952539
"292",0.478620889068324
"293",0.196204270926144
"294",0.474568564055508
"295",0.181822454865295
"296",0.45148445036971
"297",0.19133866048943
"298",0.496650052232272
"299",0.362601023154657
"300",0.476363083769202
"301",0.244046474650116
"302",0.176182401439633
"303",0.250499592396083
"304",0.323673439577388
"305",0.428148977626464
"306",0.498139955855759
"307",0.307533393959662
"308",0.344372931308121
"309",0.209807378232575
"310",0.408239881576165
"311",0.499428164053516
"312",0.464200670207487
"313",0.448869818472623
"314",0.320556881584663
"315",0.186486887644127
"316",0.449604572920581
"317",0.310289473813467
"318",0.251223626158103
"319",0.439014596990076
"320",0.195713745683163
"321",0.440968750148025
"322",0.456719405610145
"323",0.330675172196003
"324",0.383183115396002
"325",0.186077803152137
"326",0.324595293816246
"327",0.465610684909552
"328",0.0105530147556264
"329",0.371494726602981
"330",0.444098708029085
"331",0.201323065843822
"332",0.428265227462191
"333",0.421694671030395
"334",0.237351865085423
"335",0.420464028288019
"336",0.250686630461865
"337",0.189757664351595
"338",0.253172186643942
"339",0.487212515073031
"340",0.0264537163554134
"341",0.459366965550729
"342",0.0259071089856784
"343",0.432930573880366
"344",0.47779069722069
"345",0.462351555737729
"346",0.20065875771057
"347",0.467485181774118
"348",0.45230563013846
"349",0.194942906785981
"350",0.186475104723708
"351",0.282914723499449
"352",0.040791999815568
"353",0.285599278938742
"354",0.376278063695383
"355",0.124371292657535
"356",0.191150518687445
"357",0.277863076330908
"358",0.225822658091591
"359",0.383981176161992
"360",0.493311084027468
"361",0.261874966324254
"362",0.497778939315569
"363",0.150916364778668
"364",0.00384758776791144
"365",0.378784002648401
"366",0.376193335169543
"367",0.0633739107481132
"368",0.311911043019347
"369",0.286050872166509
"370",0.346115832048971
"371",0.430647129977657
"372",0.00397828420664245
"373",0.194585640063519
"374",0.202811480810188
"375",0.375865891854882
"376",0.278240087181943
"377",0.255643176041438
"378",0.218841953298758
"379",0.2409720272888
"380",0.276004527742427
"381",0.219038633398191
"382",0.0301967210918169
"383",0.128931679469431
"384",0.32002513828559
"385",0.3580876196737
"386",0.361827093480244
"387",0.181772610732375
"388",0.332179470364471
"389",0.221971085515789
"390",0.378678114042819
"391",0.228453852135729
"392",0.202613629049225
"393",0.474774324973975
"394",0.186790218285346
"395",0.19821262973465
"396",0.20611443680161
"397",0.124727250059975
"398",0.266704976963562
"399",0.302976827070542
