1,3452
2,2408
3,2326
4,3899
5,4584
6,129
7,3206
8,889
9,1236
10,5766
11,5620
12,709
13,3968
14,1860
15,5725
16,5373
17,3706
18,3932
19,3000
20,2106
21,4370
22,4219
23,2576
24,2024
25,1090
26,5511
27,2622
28,1081
29,1377
30,1912
31,4854
32,640
33,3062
34,1238
35,2992
36,1707
37,5666
38,755
39,1763
40,4113
41,5311
42,3226
43,5374
44,4397
45,3588
46,42
47,3724
48,4301
49,1342
50,5442
51,2529
52,2221
53,2666
54,1310
55,1581
56,3127
57,5685
58,4088
59,3260
60,1415
61,5734
62,2852
63,4240
64,1975
65,3551
66,4157
67,1378
68,403
69,5288
70,2775
71,4598
72,2553
73,3853
74,614
75,4484
76,2532
77,5517
78,2505
79,1533
80,5722
81,1765
82,31
83,5319
84,884
85,652
86,4561
87,172
88,3132
89,4541
90,2134
91,284
92,2880
93,3882
94,5195
95,3269
96,3864
97,4360
98,2746
99,1689
100,2780
101,1280
102,4124
103,3185
104,2264
105,3346
106,1623
107,1144
108,3956
109,4621
110,3892
111,1371
112,386
113,4125
114,4994
115,875
116,4527
117,1672
118,405
119,2405
120,807
121,2412
122,4777
123,95
124,2285
125,1421
126,2831
127,2380
128,5746
129,3029
130,1344
131,5767
132,3161
133,2042
134,2718
135,5144
136,1400
137,5679
138,86
139,1640
140,4429
141,2084
142,288
143,4709
144,4735
145,1151
146,2143
147,2050
148,960
149,2681
150,569
151,1806
152,4421
153,782
154,1214
155,3447
156,4364
157,24
158,5029
159,4904
160,764
161,5234
162,1354
163,4117
164,1728
165,4246
166,4108
167,4312
168,4673
169,4129
170,5214
171,946
172,2422
173,720
174,929
175,2428
176,1328
177,3054
178,3657
179,3482
180,890
181,3493
182,2378
183,4128
184,2336
185,5521
186,1657
187,1
188,1893
189,765
190,4586
191,653
192,4666
193,5091
194,4449
195,1842
196,5526
197,4975
198,4923
199,901
200,4127
201,3680
202,5282
203,5727
204,4141
205,5490
206,682
207,721
208,3030
209,5244
210,908
211,2222
212,4726
213,3364
214,1788
215,5444
216,4915
217,4122
218,1414
219,276
220,5605
221,4014
222,1398
223,793
224,5227
225,4100
226,1335
227,2283
228,3819
229,578
230,1282
231,3293
232,4160
233,2858
234,4367
235,2368
236,567
237,5647
238,334
239,4144
240,2953
241,2029
242,1741
243,1324
244,991
245,4842
246,5298
247,802
248,4415
249,562
250,4123
251,3538
252,1940
253,5344
254,2558
255,5163
256,1971
257,4964
258,5709
259,3295
260,2644
261,2837
262,149
263,3509
264,3545
265,5629
266,5342
267,5552
268,5705
269,775
270,2059
271,563
272,834
273,4481
274,3658
275,1997
276,2554
