"","V1"
"1",0.390585328375135
"2",0.397926690831598
"3",0.188573539607558
"4",0.397816308843903
"5",0.395628935830914
"6",0.18892253823219
"7",0.393623965426959
"8",0.396060093646107
"9",0.391092271894425
"10",0.389434166909028
"11",0.18843661785967
"12",0.393404686562515
"13",0.188155839199196
"14",0.395460764119829
"15",0.395971693985542
"16",0.394936720329707
"17",0.389503846514713
"18",0.390735691106502
"19",0.189357138595878
"20",0.189915719611905
"21",0.395556309671273
"22",0.396963435980083
"23",0.000731805800764285
"24",0.188275210464289
"25",0.396422797103639
"26",0.18816520697005
"27",0.188008997029516
"28",0.396927798416525
"29",0.188216093531856
"30",0.000768269467782892
"31",0.395930775490007
"32",0.217404313601085
"33",0.187944896279308
"34",0.393224468989833
"35",0.390813263462247
"36",0.39243976374849
"37",0.385118463384253
"38",0.397599298973611
"39",0.395369363144414
"40",0.188606465046368
"41",0.187833440266046
"42",0.396969931562819
"43",0.388766391263209
"44",0.1886119706613
"45",0.189428149065389
"46",0.188029884115513
"47",0.396520968279774
"48",0.189460289295928
"49",0.394196025766537
"50",0.18803550447949
"51",0.187991279666714
"52",0.385937208003669
"53",0.188520156681088
"54",0.3940516443342
"55",0.39667223633848
"56",0.188161891523163
"57",0.188938021086995
"58",0.397423406455409
"59",0.400564096159709
"60",0.397310683447963
"61",0.393326883885352
"62",0.189023946860384
"63",0.396184575075082
"64",0.39765370126194
"65",0.383508583744787
"66",0.18849246275062
"67",0.188023836668734
"68",0.380949406374672
"69",0.379875102486009
"70",0.188633589181804
"71",0.18835320110361
"72",0.188242620716466
"73",0.188443826167244
"74",0.398250112069252
"75",0.396193508610477
"76",0.388860995485551
"77",0.39478439756167
"78",0.379569061337285
"79",8.86880804728415e-05
"80",0.395106611752086
"81",0.189442577130189
"82",0.38820705626629
"83",0.188970120869808
"84",0.386197363747349
"85",0.396571243582078
"86",0.39136063798922
"87",0.395885064774889
"88",0.188417280647444
"89",0.188442771031193
"90",0.394551967178509
"91",0.000758145450739793
"92",0.389666793363958
"93",0.188259771819915
"94",0.401059606477998
"95",0.39362183466396
"96",0.389645001201226
"97",8.89394198791546e-05
"98",0.397442398343063
"99",0.395541866567305
"100",0.396285195533486
"101",0.391494867902147
"102",0.394708191574843
"103",0.389595735802672
"104",0.188015049939309
"105",0.394724147938085
"106",0.39615587881057
"107",0.403850527311049
"108",0.397037642561632
"109",0.390371284887285
"110",0.390445885265824
"111",0.398575234819246
"112",0.396236149805832
"113",0.188257475831712
"114",8.88090142053558e-05
"115",0.000740669734183985
"116",0.188464758262643
"117",0.398406859045284
"118",0.249013208290963
"119",0.232979501526981
"120",0.397604912453988
"121",0.188144870762499
"122",0.345883541378028
"123",0.385202604515828
"124",0.393284762176952
"125",0.386231297138657
"126",0.399846817894356
"127",0.394932206223285
"128",0.386286185863176
"129",0.397011493361568
"130",0.000730005253349595
"131",0.188181204774371
"132",0.188343139955218
"133",0.398883162834536
"134",0.390142531357467
"135",0.188210034183417
"136",0.396307239597524
"137",0.187990700521949
"138",0.188452636591972
"139",0.188457099744747
"140",0.392940490917887
"141",0.394540505276043
"142",0.188043719992957
"143",0.396289136637555
"144",0.391148849375237
"145",0.188663959114111
"146",0.187898519573165
"147",0.387827747685303
"148",0.394933874428441
"149",0.188196031718293
"150",0.392527147583944
"151",0.187902411669305
"152",0.397809482548272
"153",0.395167283348072
"154",0.188247919428504
"155",0.188201225449214
"156",0.187925019729964
"157",0.191544765616051
"158",0.188017209166683
"159",0.188153674129704
"160",0.389810983858178
"161",0.39449198758896
"162",0.188228206936583
"163",0.397583062317894
"164",0.385761060563091
"165",0.188539503542853
"166",0.18802110108648
"167",0.189195760810564
"168",0.187853309810631
"169",0.188966044173278
"170",0.397336746556031
"171",0.189241728444644
"172",8.88462550402291e-05
"173",0.189123346473223
"174",0.404204127897999
"175",0.387052978604061
"176",0.380869683422022
"177",0.390951798397536
"178",0.396446207964938
"179",0.394760676758407
"180",8.89953618371844e-05
"181",0.188930405837852
