1,2142
2,7189
3,8258
4,7191
5,8871
6,7619
7,2001
8,2141
9,4898
10,3283
11,2180
12,3293
13,2188
14,5061
15,4829
16,8263
17,4518
18,2556
19,8047
20,8631
21,227
22,8596
23,3302
24,7972
25,5083
26,1930
27,4812
28,2687
29,6457
30,8133
31,2667
32,7187
33,4146
34,1503
35,6171
36,4519
37,7709
38,5003
39,1005
40,183
41,5589
42,4736
43,6947
44,7447
45,1282
46,4052
47,3904
48,4679
49,5325
50,1328
51,2382
52,8055
53,4523
54,3421
55,4002
56,6548
57,1011
58,4510
59,4399
60,5134
61,8072
62,8592
63,4699
64,5054
65,1931
66,7644
67,5973
68,8211
69,5244
70,5902
71,1553
72,5195
73,5499
74,6396
75,7358
76,7144
77,5173
78,657
79,1256
80,4375
81,1183
82,3160
83,3578
84,3417
85,5737
86,510
87,1392
88,7715
89,5120
90,6956
91,3637
92,4424
93,8294
94,3485
95,4262
96,5644
97,4745
98,4789
99,4887
100,4888
101,1793
102,4434
103,4662
104,5150
105,5291
106,7145
107,1797
108,1372
109,1799
110,8266
111,8568
112,5653
113,505
114,3855
115,5590
116,8690
117,1654
118,4077
119,4275
120,8100
121,79
122,850
123,890
124,1477
125,3150
126,1414
127,1603
128,5220
129,304
130,5411
131,1582
132,3297
133,3799
134,7539
135,435
136,3190
137,2139
138,2508
139,6412
140,408
141,2459
142,3880
143,6809
144,3358
145,4276
146,6842
147,3970
148,5344
149,6586
150,3166
151,3288
152,4344
153,4506
154,8049
155,2376
156,4500
157,8192
158,114
159,3469
160,8276
161,1645
162,886
163,7133
164,344
165,3349
166,8880
167,172
168,5932
169,1565
170,5368
171,5770
172,5911
173,6088
174,8201
175,405
176,492
177,3301
178,3136
179,6441
180,3371
181,7499
182,7801
183,8027
184,8435
185,811
186,2692
187,3554
188,3937
189,3967
190,4258
191,6503
192,6513
193,7274
194,7685
195,7960
196,3168
197,4944
198,7628
199,2704
200,4278
201,4385
202,4468
203,4755
204,6644
205,2847
206,3440
207,3938
208,4522
209,241
210,2950
211,3187
212,4900
213,4953
214,5736
215,6377
216,7600
217,97
218,780
219,3194
220,7142
221,1319
222,6578
223,7120
224,3099
225,7146
226,678
227,885
228,2444
229,2870
230,4623
231,8217
232,8374
233,8495
234,650
235,1934
236,703
237,1037
238,3075
239,3793
240,6857
241,6968
242,8052
243,180
244,355
245,673
246,2878
247,3615
248,3764
249,5753
250,6236
251,6889
252,7257
253,7275
254,8377
255,2710
256,4274
257,5739
258,8145
259,976
260,1130
261,1509
262,3495
263,6126
264,7791
265,8432
266,3913
267,4881
268,4968
269,6012
270,6943
271,824
272,4288
273,5337
274,6342
275,7311
276,8692
277,8772
278,490
279,1400
280,1696
281,2028
282,3339
283,3409
284,3765
285,5711
286,1180
287,4655
288,6807
289,8194
290,1666
291,1891
292,2070
293,2834
294,4547
295,1552
296,4945
297,5537
298,1558
299,4748
300,4859
301,5917
302,535
303,1081
304,1999
305,3545
306,5806
307,6940
308,7190
309,5712
310,5920
311,782
312,1406
313,5951
314,4961
315,3341
316,1361
317,3137
318,3266
319,5312
320,6907
321,819
322,1427
323,5807
324,6196
325,1448
326,2711
327,5660
328,1001
329,130
330,3592
331,8291
332,2612
333,5495
334,7744
335,3902
336,1970
337,8001
338,1430
339,3749
340,5310
341,7831
342,4139
343,3594
344,7612
345,7673
346,2948
347,4531
348,4910
349,7695
350,5127
351,8816
352,7023
353,7345
354,417
355,4039
356,4296
357,7516
358,627
359,5830
360,7356
361,1099
362,999
363,23
364,1618
365,3486
366,8701
367,5822
368,8876
369,474
370,4862
371,4432
372,4173
373,1136
374,7316
375,6063
376,2650
377,1664
378,5494
379,6477
380,7369
381,7148
382,4132
383,7521
384,4377
385,7173
386,1149
387,3407
388,1788
389,6710
390,1839
391,4043
392,5031
393,8380
394,7338
395,5731
396,8576
397,1333
398,1445
399,394
400,3174
401,859
402,2897
403,115
404,4600
405,6010
406,7399
407,8327
408,5936
409,1316
410,4659
411,3713
412,4806
413,8490
414,7259
415,1196
416,6963
417,2500
418,6391
419,3408
420,3304
421,5008
422,7185
423,561
424,3042
425,4081
426,7701
427,1677
428,7617
429,291
430,8312
431,1437
432,1459
433,3290
434,5349
435,3351
436,6824
437,3555
438,5009
439,8152
440,3759
441,1679
442,4423
443,8157
444,1254
445,3383
446,1789
447,436
448,2353
449,91
450,4918
451,720
452,8215
453,2938
454,2011
455,1332
456,30
457,1998
458,1435
459,2910
460,8259
461,3771
462,4535
463,7195
464,3306
465,805
466,6114
467,8252
468,3829
469,4826
470,5673
471,1257
472,4737
473,2599
474,936
475,1216
476,2184
477,4706
478,6701
479,6551
480,3830
481,3385
482,7620
483,7622
484,7194
485,2143
486,6863
487,2600
488,1610
489,3527
490,6765
491,2000
492,6265
493,1612
494,1916
495,4301
496,299
497,6862
498,1668
499,8155
500,5023
501,315
502,1611
503,4347
504,4799
505,4221
506,3565
507,7898
508,3424
509,4171
510,8267
511,5815
512,8872
513,3141
514,8021
515,8846
516,2911
517,4298
518,4360
519,6979
520,7085
521,7334
522,385
523,1194
524,5164
525,4619
526,348
527,915
528,1377
529,5463
530,6167
531,41
532,1829
533,4921
534,6815
535,6890
536,8235
537,8691
538,460
539,1063
540,2546
541,2604
542,5478
543,6123
544,6576
545,8173
546,8834
547,1177
548,1454
549,2126
550,4798
551,7103
552,645
553,3286
554,5064
555,8423
556,8534
557,8604
558,4091
559,3557
560,5005
561,5425
562,6678
563,1641
564,2705
565,2971
566,3806
567,5998
568,6729
569,168
570,563
571,4242
572,6504
573,1334
574,2677
575,3921
576,2467
577,4134
578,5334
579,6288
580,2298
581,3674
582,3959
583,4027
584,4031
585,4612
586,6060
587,6079
588,6241
589,6810
590,7512
591,3497
592,5017
593,8446
594,2602
595,2926
596,3296
597,3723
598,328
599,2576
600,8275
601,489
602,1041
603,2359
604,3955
605,6506
606,543
607,2178
608,4300
609,4860
610,5271
611,6664
612,7519
613,8018
614,8470
615,1389
616,3094
