1,6234
2,5975
3,9108
4,1974
5,6980
6,14409
7,9075
8,8403
9,3021
10,13979
11,14271
12,14779
13,15672
14,10217
15,7145
16,4241
17,7634
18,3127
19,6092
20,15546
21,9326
22,13040
23,13356
24,8247
25,3596
26,15063
27,1918
28,15847
29,7919
30,13509
31,9647
32,3639
33,6922
34,10950
35,10942
36,5013
37,5513
38,8892
39,14089
40,15427
41,13285
42,6114
43,14092
44,9896
45,4601
46,9411
47,5234
48,12017
49,3335
50,5193
51,5204
52,3970
53,1587
54,5933
55,12615
56,5812
57,14319
58,5746
59,7911
60,10644
61,9565
62,11119
63,1917
64,5055
65,5268
66,11151
67,3238
68,13134
69,551
70,11354
71,9819
72,5058
73,569
74,6657
75,5503
76,14461
77,6530
78,1082
79,14084
80,7385
81,15381
82,4648
83,14735
84,8804
85,10585
86,15548
87,868
88,5368
89,12148
90,14344
91,14965
92,15644
93,6178
94,8096
95,6396
96,8122
97,5898
98,11549
99,5129
100,4381
101,8845
102,1827
103,6318
104,557
105,15053
106,13121
107,6224
108,6378
109,12363
110,9282
111,2723
112,4891
113,13578
114,6170
115,2654
116,2549
117,5602
118,9416
119,13808
120,14179
121,5105
122,2368
123,1027
124,8018
125,10502
126,14238
127,8571
128,13730
129,9145
130,15651
131,4074
132,1244
133,14162
134,10294
135,954
136,11412
137,7053
138,7628
139,5273
140,8841
141,7317
142,9007
143,15024
144,1650
145,10745
146,11521
147,246
148,13364
149,1576
150,5411
151,11606
152,12421
153,2246
154,13103
155,5853
156,3210
157,8898
158,7016
159,4833
160,8146
161,12913
162,1337
163,14700
164,2325
165,900
166,7501
167,11552
168,13610
169,13172
170,6839
171,5791
172,7954
173,449
174,6169
175,14149
176,13598
177,7774
178,12185
179,1327
180,4561
181,8989
182,14027
183,9552
184,6752
185,4806
186,13350
187,10033
188,4471
189,2652
190,984
191,6482
192,12661
193,13120
194,14050
195,841
196,8772
197,5917
198,659
199,10270
200,9056
201,8672
202,3669
203,11052
204,9607
205,7407
206,4348
207,12246
208,14293
209,3726
210,8730
211,2272
212,4479
213,15803
214,10637
215,10013
216,15358
217,2434
218,1921
219,12895
220,12504
221,6247
222,7276
223,14995
224,15342
225,14365
226,4876
227,10063
228,2431
229,1193
230,4882
231,13241
232,4800
233,2586
234,4173
235,2713
236,8572
237,3548
238,10121
239,12841
240,5500
241,3628
242,2465
243,5623
244,15005
245,2214
246,4835
247,8344
248,15611
249,3989
250,14576
251,2448
252,715
253,11632
254,559
255,1854
256,6726
257,5074
258,5584
259,2400
260,15207
261,13445
262,513
263,14111
264,3819
265,9427
266,15126
267,6740
268,7625
269,5487
270,756
271,4361
272,15483
273,6937
274,8208
275,14104
276,8611
277,10685
278,13835
279,12258
280,5629
281,5022
282,5823
283,824
284,8378
285,13949
286,8605
287,4768
288,3468
289,3354
290,5809
291,6623
292,3095
293,10952
294,7950
295,15046
296,5739
297,774
298,15608
299,3236
300,12068
301,2515
302,1726
303,92
304,1494
305,10477
306,13136
307,7141
308,1390
309,12815
310,11474
311,2219
312,5005
313,4261
314,10192
315,6997
316,13091
317,7614
318,11904
319,10608
320,13367
321,164
322,3674
323,4721
324,5800
325,7308
326,3420
327,4052
328,770
329,1588
330,2097
331,7990
332,12209
333,9807
334,8234
335,5121
336,6965
337,7504
338,635
339,10984
340,12440
341,15778
342,3728
343,2144
344,8995
345,15295
346,8048
347,8776
348,1864
349,1105
350,8759
351,8587
352,1686
353,9876
354,12135
355,15251
356,1420
357,13765
358,6101
359,13395
360,9363
361,11201
362,11148
363,8826
364,7405
365,15738
366,6995
367,8522
368,15532
369,5650
370,1934
371,9479
372,8705
373,9759
374,14696
375,8274
376,2044
377,14511
378,14426
379,814
380,5516
381,3998
382,10333
383,3310
384,878
385,10000
386,1564
387,10680
388,13088
389,2856
390,2496
391,1640
392,2278
393,766
394,9674
395,7209
396,12507
397,2315
398,14548
399,666
400,3055
401,121
402,13183
403,11524
404,11993
405,4091
406,15798
407,12742
408,7126
409,6323
410,10360
411,12475
412,4246
413,932
414,14384
415,15715
416,3209
417,288
418,2236
419,3528
420,13746
421,364
422,14594
423,2860
424,6780
425,372
426,6742
427,8597
428,3237
429,2909
430,13352
431,2557
432,10741
433,14315
434,15755
435,12058
436,2036
437,6580
438,13841
439,7004
440,8520
441,15853
442,7943
443,4706
444,1563
445,8768
446,3093
447,7737
448,6199
449,15330
450,2268
451,12444
452,9227
453,10492
454,9333
455,2721
456,12663
457,15365
458,8506
459,3822
460,14301
461,15265
462,1165
463,13671
464,9802
465,13249
466,6296
467,13507
468,13334
469,15741
470,10980
471,9226
472,1966
473,11323
474,5935
475,10268
476,10837
477,13140
478,11645
479,10827
480,8100
481,11091
482,9029
483,6467
484,12146
485,13430
486,12029
487,2940
488,8927
489,12286
490,14720
491,14880
492,660
493,1972
494,11687
495,3830
496,11633
497,14184
498,1354
499,12338
500,12190
501,2503
502,15269
503,7139
504,14268
505,5966
506,15028
507,6226
508,8991
509,4294
510,1872
511,2383
512,13657
513,6895
514,7821
515,12177
516,4009
517,7895
518,14944
519,10253
520,11353
521,14623
522,12247
523,13059
524,10891
525,2928
526,12879
527,2657
528,2544
529,7284
530,8998
531,12383
532,8196
533,5057
534,8372
535,11736
536,9384
537,15539
538,10601
539,5309
540,6062
541,2599
542,14018
543,1679
